0,0.182
1,0.178
2,0.175
3,0.175
4,0.176
5,0.179
6,0.187
7,0.214
8,0.23
9,0.237
10,0.238
11,0.238
12,0.24
13,0.241
14,0.237
15,0.236
16,0.235
17,0.236
18,0.234
19,0.237
20,0.238
21,0.234
22,0.217
23,0.201
24,0.187
